41.78819,41.78819
41.78819,41.78819
41.78819167,41.78819167
41.78819167,41.78819167
41.78819333,41.78819333
41.78819333,41.78819333
41.78819333,41.78819333
41.78819333,41.78819333
41.78819333,41.78819333
41.788195,41.788195
41.78819667,41.78819667
41.788205,41.788205
41.78821167,41.78821167
41.78823167,41.78823167
41.788255,41.788255
41.78827167,41.78827167
41.78828,41.78828
41.78828333,41.78828333
41.78828333,41.78828333
41.788285,41.788285
41.78828667,41.78828667
41.78829,41.78829
41.78829167,41.78829167
41.788295,41.788295
41.78830167,41.78830167
41.78830167,41.78830167
41.788305,41.788305
41.78831,41.78831
41.788315,41.788315
41.78832,41.78832
41.78832333,41.78832333
41.78832833,41.78832833
41.78833,41.78833
41.78833333,41.78833333
41.78834,41.78834
41.788345,41.788345
41.78834667,41.78834667
41.78835333,41.78835333
41.78836,41.78836
41.78836,41.78836
41.78836167,41.78836167
41.78835667,41.78835667
41.78833667,41.78833667
41.78830667,41.78830667
41.78827667,41.78827667
41.78823833,41.78823833
41.78819,41.78819
41.78813833,41.78813833
41.78808333,41.78808333
41.78802167,41.78802167
41.787955,41.787955
41.78788833,41.78788833
41.78781833,41.78781833
41.78774833,41.78774833
41.787675,41.787675
41.78760833,41.78760833
41.78754167,41.78754167
41.78747333,41.78747333
41.78740667,41.78740667
41.78734,41.78734
41.78727667,41.78727667
41.78721833,41.78721833
41.78716667,41.78716667
41.787125,41.787125
41.78709167,41.78709167
41.78706667,41.78706667
41.78704667,41.78704667
41.78703333,41.78703333
41.787025,41.787025
41.78702,41.78702
41.787025,41.787025
41.78702333,41.78702333
41.78702833,41.78702833
41.78703,41.78703
41.78703167,41.78703167
41.78703167,41.78703167
41.787025,41.787025
41.787015,41.787015
41.78699333,41.78699333
41.78696,41.78696
41.78692167,41.78692167
41.786875,41.786875
41.78682333,41.78682333
41.78676833,41.78676833
41.78670833,41.78670833
41.78664833,41.78664833
41.78652333,41.78652333
41.786465,41.786465
41.78640667,41.78640667
41.78635167,41.78635167
41.786305,41.786305
41.78625667,41.78625667
41.78621667,41.78621667
41.78618833,41.78618833
41.78617667,41.78617667
41.78617,41.78617
41.78617,41.78617
41.78617167,41.78617167
41.786175,41.786175
41.78617833,41.78617833
41.78618167,41.78618167
41.78618167,41.78618167
41.78618667,41.78618667
41.78619833,41.78619833
41.78622167,41.78622167
41.78625667,41.78625667
41.78629833,41.78629833
41.786345,41.786345
41.786395,41.786395
41.78644833,41.78644833
41.786505,41.786505
41.78656667,41.78656667
41.78663333,41.78663333
41.7867,41.7867
41.786765,41.786765
41.786825,41.786825
41.78693833,41.78693833
41.78699,41.78699
41.787035,41.787035
41.78707333,41.78707333
41.787105,41.787105
41.78713167,41.78713167
41.78715167,41.78715167
41.78716333,41.78716333
41.78716833,41.78716833
41.78717,41.78717
41.78717,41.78717
41.78716667,41.78716667
41.78716667,41.78716667
41.78716667,41.78716667
41.78717667,41.78717667
