Time, Latitude, Longitude, Heading, DOF Bearing, NMEA Bearing,Differential Bearing, Interval
2016/11/9 19:27:55, None, None, 358.0, 355.1286218494299, 0.0, 0.0, @
2016/11/9 19:27:56, None, None, 356.19, 353.31862184943, 0.0, 0.0, @
2016/11/9 19:27:57, 41.786703333333335, -88.35695666666666, 352.13, 349.25862184943, 249.59, 90.0, @
2016/11/9 19:27:58, 41.786703333333335, -88.35695666666666, 6.31, 3.4386218494299783, 9.84, 90.0, @
2016/11/9 19:27:59, 41.786701666666666, -88.35695666666666, 359.75, 356.8786218494299, 99.37, 90.0, @
2016/11/9 19:28:00, 41.786701666666666, -88.35695666666666, 355.44, 352.56862184943, 130.47, 90.0, @
2016/11/9 19:28:01, 41.786701666666666, -88.356955, 354.0, 351.1286218494299, 48.17, 90.0, @
2016/11/9 19:28:02, 41.786703333333335, -88.356955, 354.25, 351.3786218494299, 354.3, 90.0, @
2016/11/9 19:28:03, 41.786703333333335, -88.356955, 349.81, 346.9386218494301, 187.81, 90.0, @
2016/11/9 19:28:04, 41.786703333333335, -88.35695666666666, 350.19, 347.31862184943, 238.05, 90.0, @
2016/11/9 19:28:05, 41.786703333333335, -88.35695833333334, 349.25, 346.3786218494299, 274.46, 90.0, @
2016/11/9 19:28:06, 41.786703333333335, -88.35695666666666, 348.19, 345.31862184943, 20.41, 90.0, @
2016/11/9 19:28:07, 41.786703333333335, -88.356955, 343.94, 341.06862184943, 301.54, 90.0, @
2016/11/9 19:28:08, 41.786703333333335, -88.356955, 349.06, 346.1886218494301, 105.6, 90.0, @
2016/11/9 19:28:10, 41.786703333333335, -88.35695333333334, 347.25, 344.3786218494299, 353.65, 90.0, @
2016/11/9 19:28:11, 41.786703333333335, -88.35695166666666, 347.75, 344.8786218494299, 28.58, 90.0, @
2016/11/9 19:28:12, 41.786703333333335, -88.35695166666666, 347.38, 344.50862184943, 353.83, 90.0, @
2016/11/9 19:28:13, 41.786703333333335, -88.35695, 345.38, 342.50862184943, 56.29, 90.0, @
2016/11/9 19:28:14, 41.786703333333335, -88.35695, 344.25, 341.3786218494299, 211.87, 90.0, @
2016/11/9 19:28:15, 41.786703333333335, -88.35694833333334, 356.81, 353.9386218494301, 305.19, 90.0, @
2016/11/9 19:28:16, 41.786705, -88.35694833333334, 357.44, 354.56862184943, 37.82, 90.0, @
2016/11/9 19:28:17, 41.786705, -88.35694833333334, 327.5, 324.6286218494299, 39.38, 90.0, @
2016/11/9 19:28:18, 41.786705, -88.35694666666667, 22.37, 19.498621849429924, 51.62, 90.0, @
2016/11/9 19:28:19, 41.786705, -88.35694666666667, 320.69, 317.81862184943, 274.42, 90.0, @
2016/11/9 19:28:20, 41.786705, -88.35695, 33.19, 30.318621849429974, 104.67, 90.0, @
2016/11/9 19:28:21, 41.786705, -88.35694666666667, 341.25, 338.3786218494299, 285.1, 90.0, @
2016/11/9 19:28:22, 41.786703333333335, -88.356945, 350.81, 347.9386218494301, 105.74, 90.0, @
2016/11/9 19:28:23, 41.786705, -88.35695, 4.56, 1.6886218494299783, 116.21, 296.565051177078, @
2016/11/9 19:28:24, 41.786705, -88.35694833333334, 14.56, 11.688621849429978, 36.66, 90.0, @
2016/11/9 19:28:25, 41.786705, -88.35694666666667, 0.75, 357.8786218494299, 119.77, 90.0, @
2016/11/9 19:28:26, 41.786703333333335, -88.356945, 1.37, 358.4986218494299, 156.07, 90.0, @
2016/11/9 19:28:27, 41.78668833333333, -88.35702, 1.37, 358.4986218494299, 76.68, 258.690067523892, @
2016/11/9 19:28:28, 41.78668166666667, -88.35700666666666, 359.81, 356.9386218494301, 92.46, 90.0, @
2016/11/9 19:28:29, 41.78668166666667, -88.35698666666667, 1.69, 358.81862184943, 144.38, 90.0, @
2016/11/9 19:28:30, 41.786685, -88.35698, 7.81, 4.938621849429978, 198.41, 90.0, @
2016/11/9 19:28:31, 41.786683333333336, -88.35697833333333, 18.06, 15.188621849429978, 212.28, 90.0, @
2016/11/9 19:28:32, 41.78668666666667, -88.356975, 15.06, 12.188621849429978, 331.21, 90.0, @
2016/11/9 19:28:33, 41.78668833333333, -88.356975, 4.06, 1.1886218494299783, 293.6, 90.0, @
2016/11/9 19:28:34, 41.78669333333333, -88.35697166666667, 346.5, 343.6286218494299, 312.13, 90.0, @
2016/11/9 19:28:35, 41.786695, -88.35697166666667, 348.31, 345.4386218494301, 328.03, 90.0, @
