Time,A,B,C,D,E,F,G,H,I,Expected,,Angle,Error,Error²,,Interval,RMSE
11/16/2016 19:25,,,84.27919795,,,,,,,90,,84.27919795,5.72080205,32.7275761,,,
11/16/2016 19:25,,,83.64723146,,,,,,,90,,83.64723146,6.35276854,40.35766812,,,
11/16/2016 19:25,,,90,,,,,,,90,,90,0,0,,,
11/16/2016 19:25,,,90,,,,,,,90,,90,0,0,,,
11/16/2016 19:25,,,90,,,,,,,90,,90,0,0,,,
11/16/2016 19:25,,,90,,,,,,,90,,90,0,0,,,
11/16/2016 19:25,,,84.8281063,,,,,,,90,,84.8281063,5.1718937,26.74848444,,,
11/16/2016 19:25,,,95.69016199,,,,,,,90,,95.69016199,5.69016199,32.37794347,,,
11/16/2016 19:25,,,95.72080203,,,,,,,90,,95.72080203,5.72080203,32.72757587,,,
11/16/2016 19:25,,,,96.35276857,,,,,,86.086957,,96.35276857,10.26581157,105.3868872,,,
11/16/2016 19:25,,,,96.31503626,,,,,,82.173914,,96.31503626,14.14112226,199.9713388,,,
11/16/2016 19:25,,,,90,,,,,,78.260871,,90,11.739129,137.8071497,,,
11/16/2016 19:25,,,,96.35276858,,,,,,74.347828,,96.35276858,22.00494058,484.2174099,,,
11/16/2016 19:25,,,,82.8591137,,,,,,70.434785,,82.8591137,12.4243287,154.3639436,,,
11/16/2016 19:25,,,,83.68496374,,,,,,66.521742,,83.68496374,17.16322174,294.5761805,,,
11/16/2016 19:25,,,,78.67023971,,,,,,62.608699,,78.67023971,16.06154071,257.97309,,,
11/16/2016 19:25,,,,83.68496372,,,,,,58.695656,,83.68496372,24.98930772,624.4655003,,,
11/16/2016 19:25,,,,71.56505118,,,,,,54.782613,,71.56505118,16.78243818,281.6502313,,,
11/16/2016 19:25,,,,77.44692812,,,,,,50.86957,,77.44692812,26.57735812,706.3559646,,,
11/16/2016 19:25,,,,69.4392445,,,,,,46.956527,,69.4392445,22.4827175,505.4725862,,,
11/16/2016 19:25,,,,69.43924453,,,,,,43.043484,,69.43924453,26.39576053,696.736174,,,
11/16/2016 19:25,,,,57.2722186,,,,,,39.130441,,57.2722186,18.1417776,329.1240945,,,
11/16/2016 19:25,,,,60.26570356,,,,,,35.217398,,60.26570356,25.04830556,627.4176114,,,
11/16/2016 19:25,,,,50.1718937,,,,,,31.304355,,50.1718937,18.8675387,355.9840166,,,
11/16/2016 19:25,,,,54.48090363,,,,,,27.391312,,54.48090363,27.08959163,733.8459747,,,
11/16/2016 19:25,,,,45,,,,,,23.478269,,45,21.521731,463.1849052,,,
11/16/2016 19:25,,,,39.79429795,,,,,,19.565226,,39.79429795,20.22907195,409.215352,,,
11/16/2016 19:25,,,,29.75016832,,,,,,15.652183,,29.75016832,14.09798532,198.7531901,,,
11/16/2016 19:25,,,,29.77133365,,,,,,11.73914,,29.77133365,18.03219365,325.1600078,,,
11/16/2016 19:25,,,,15.92594062,,,,,,7.826097,,15.92594062,8.09984362,65.60746667,,,
11/16/2016 19:25,,,,15.92594062,,,,,,3.913054,,15.92594062,12.01288662,144.3094449,,,
11/16/2016 19:25,,,,9.480903639,,,,,,1.1E-05,,9.480903639,9.480892639,89.88732523,,,
11/16/2016 19:25,,,,,0,,,,,0,,0,0,0,,,
11/16/2016 19:25,,,,,0,,,,,0,,0,0,0,,,
11/16/2016 19:25,,,,,0,,,,,0,,0,0,0,,,
11/16/2016 19:25,,,,,0,,,,,0,,0,0,0,,,
11/16/2016 19:25,,,,,0,,,,,0,,0,0,0,,,
11/16/2016 19:25,,,,,0,,,,,0,,0,0,0,,,
11/16/2016 19:25,,,,,352.8644115,,,,,0,,352.8644115,7.1355885,50.91662324,,,
11/16/2016 19:25,,,,,351.8974173,,,,,0,,351.8974173,8.1025827,65.65184641,,,
11/16/2016 19:25,,,,,351.856151,,,,,0,,351.856151,8.143849,66.32227653,,,
11/16/2016 19:25,,,,,0,,,,,0,,0,0,0,,,
11/16/2016 19:25,,,,,351.8492604,,,,,0,,351.8492604,8.1507396,66.43455603,,,
11/16/2016 19:26,,,,,0,,,,,0,,0,0,0,,,
11/16/2016 19:26,,,,,,351.9042683,,,,355.5,,351.9042683,3.5957317,12.92928646,,,
11/16/2016 19:26,,,,,,356.1783196,,,,351,,356.1783196,5.1783196,26.81499388,,,
11/16/2016 19:26,,,,,,351.856151,,,,346.5,,351.856151,5.356151,28.68835353,,,
11/16/2016 19:26,,,,,,352.901436,,,,342,,352.901436,10.901436,118.8413069,,,
11/16/2016 19:26,,,,,,339.4392445,,,,337.5,,339.4392445,1.9392445,3.760669231,,,
11/16/2016 19:26,,,,,,344.0286696,,,,333,,344.0286696,11.0286696,121.6315531,,,
11/16/2016 19:26,,,,,,326.3363848,,,,328.5,,326.3363848,2.1636152,4.681230734,,,
11/16/2016 19:26,,,,,,330.2498317,,,,324,,330.2498317,6.2498317,39.06039628,,,
11/16/2016 19:26,,,,,,320.205702,,,,319.5,,320.205702,0.705702,0.498015313,,,
11/16/2016 19:26,,,,,,320.1718937,,,,315,,320.1718937,5.1718937,26.74848444,,,
11/16/2016 19:26,,,,,,310.6174776,,,,310.5,,310.6174776,0.1174776,0.013800987,,,
11/16/2016 19:26,,,,,,310.5932072,,,,306,,310.5932072,4.5932072,21.09755238,,,
11/16/2016 19:26,,,,,,302.0015194,,,,301.5,,302.0015194,0.5015194,0.251521709,,,
11/16/2016 19:26,,,,,,293.9731203,,,,297,,293.9731203,3.0268797,9.162000718,,,
11/16/2016 19:26,,,,,,301.9822131,,,,292.5,,301.9822131,9.4822131,89.91236527,,,
11/16/2016 19:26,,,,,,286.7055543,,,,288,,286.7055543,1.2944457,1.67558967,,,
11/16/2016 19:26,,,,,,286.6960909,,,,283.5,,286.6960909,3.1960909,10.21499704,,,
11/16/2016 19:26,,,,,,275.720802,,,,279,,275.720802,3.279198,10.75313952,,,
11/16/2016 19:26,,,,,,280.2965942,,,,274.5,,280.2965942,5.7965942,33.60050432,,,
11/16/2016 19:26,,,,,,275.7208021,,,,270,,275.7208021,5.7208021,32.72757667,,,
11/16/2016 19:26,,,,,,,276.3150363,,,270,,276.3150363,6.3150363,39.87968347,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,262.901436,,,270,,262.901436,7.098564,50.38961086,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,257.4469281,,,270,,257.4469281,12.5530719,157.5796141,,,
11/16/2016 19:26,,,,,,,258.7032876,,,270,,258.7032876,11.2967124,127.615711,,,
11/16/2016 19:26,,,,,,,267.1315931,,,270,,267.1315931,2.8684069,8.227758144,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,264.8281063,,,270,,264.8281063,5.1718937,26.74848444,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,264.279198,,,270,,264.279198,5.720802,32.72757552,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,264.2757869,,,270,,264.2757869,5.7242131,32.76661561,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,275.7242131,,,270,,275.7242131,5.7242131,32.76661561,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:26,,,,,,,264.2791979,,,270,,264.2791979,5.7208021,32.72757667,,,
11/16/2016 19:26,,,,,,,264.8253001,,,270,,264.8253001,5.1746999,26.77751906,,,
11/16/2016 19:26,,,,,,,258.6702397,,,270,,258.6702397,11.3297603,128.3634685,,,
11/16/2016 19:26,,,,,,,264.8253001,,,270,,264.8253001,5.1746999,26.77751906,,,
11/16/2016 19:26,,,,,,,264.2791979,,,270,,264.2791979,5.7208021,32.72757667,,,
11/16/2016 19:26,,,,,,,264.794298,,,270,,264.794298,5.205702,27.09933331,,,
11/16/2016 19:26,,,,,,,264.313229,,,270,,264.313229,5.686771,32.33936441,,,
11/16/2016 19:26,,,,,,,264.794298,,,270,,264.794298,5.205702,27.09933331,,,
11/16/2016 19:26,,,,,,,264.5650757,,,270,,264.5650757,5.4349243,29.53840215,,,
11/16/2016 19:27,,,,,,,264.7971208,,,270,,264.7971208,5.2028792,27.06995197,,,
11/16/2016 19:27,,,,,,,264.2757869,,,270,,264.2757869,5.7242131,32.76661561,,,
11/16/2016 19:27,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:27,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:27,,,,,,,263.6849637,,,270,,263.6849637,6.3150363,39.87968347,,,
11/16/2016 19:27,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:27,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:27,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:27,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:27,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:27,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:27,,,,,,,264.2791979,,,270,,264.2791979,5.7208021,32.72757667,,,
11/16/2016 19:27,,,,,,,264.2757869,,,270,,264.2757869,5.7242131,32.76661561,,,
11/16/2016 19:27,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:27,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:27,,,,,,,264.309838,,,270,,264.309838,5.690162,32.37794359,,,
11/16/2016 19:27,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:27,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:27,,,,,,,270,,,270,,270,0,0,,,
11/16/2016 19:27,,,,,,,273.1671367,,,270,,273.1671367,3.1671367,10.03075488,,,
11/16/2016 19:27,,,,,,,,264.3132291,,264,,264.3132291,0.3132291,0.098112469,,,
11/16/2016 19:27,,,,,,,,270,,258,,270,12,144,,,
11/16/2016 19:27,,,,,,,,264.2791979,,252,,264.2791979,12.2791979,150.7787011,,,
11/16/2016 19:27,,,,,,,,257.4833261,,246,,257.4833261,11.4833261,131.8667783,,,
11/16/2016 19:27,,,,,,,,257.4469281,,240,,257.4469281,17.4469281,304.3953001,,,
11/16/2016 19:27,,,,,,,,246.0587789,,234,,246.0587789,12.0587789,145.4141486,,,
11/16/2016 19:27,,,,,,,,234.4251534,,228,,234.4251534,6.4251534,41.28259621,,,
11/16/2016 19:27,,,,,,,,228.8444963,,222,,228.8444963,6.8444963,46.8471296,,,
11/16/2016 19:27,,,,,,,,220.5932071,,216,,220.5932071,4.5932071,21.09755146,,,
11/16/2016 19:27,,,,,,,,215.5190964,,210,,215.5190964,5.5190964,30.46042507,,,
11/16/2016 19:27,,,,,,,,209.7713337,,204,,209.7713337,5.7713337,33.30829268,,,
11/16/2016 19:27,,,,,,,,200.5466309,,198,,200.5466309,2.5466309,6.485328941,,,
11/16/2016 19:27,,,,,,,,188.1025827,,192,,188.1025827,3.8974173,15.18986161,,,
11/16/2016 19:27,,,,,,,,188.143849,,186,,188.143849,2.143849,4.596088535,,,
11/16/2016 19:27,,,,,,,,180,,180,,180,0,0,,,
11/16/2016 19:27,,,,,,,,,180,180,,180,0,0,,,
11/16/2016 19:27,,,,,,,,,168.6636152,180,,168.6636152,11.3363848,128.5136203,,,
11/16/2016 19:27,,,,,,,,,180,180,,180,0,0,,,
