Epoch Time,Heading
2016/8/5 20:50:07,318.44,I
2016/8/5 20:50:08,321.13,I
2016/8/5 20:50:09,320.56,I
2016/8/5 20:50:10,317.88,I
2016/8/5 20:50:11,317.19,I
2016/8/5 20:50:12,315.63,I
2016/8/5 20:50:14,314.56,I
2016/8/5 20:50:15,318.31,I
2016/8/5 20:50:16,317.94,I
2016/8/5 20:50:17,320.38,I
2016/8/5 20:50:18,321.19,I
2016/8/5 20:50:19,315.5,I
2016/8/5 20:50:20,315.19,I
2016/8/5 20:50:21,314.94,I
2016/8/5 20:50:22,315.75,I
2016/8/5 20:50:23,315.81,I
2016/8/5 20:50:24,315.81,I
2016/8/5 20:50:25,315.69,I
2016/8/5 20:50:26,316.25,I
2016/8/5 20:50:27,315.25,I
2016/8/5 20:50:28,315.13,I
2016/8/5 20:50:29,314.81,I
2016/8/5 20:50:30,315.88,I
2016/8/5 20:50:31,318.0,I
2016/8/5 20:50:32,316.81,I
2016/8/5 20:50:33,318.75,I
2016/8/5 20:50:34,317.94,I
2016/8/5 20:50:35,318.5,I
2016/8/5 20:50:36,318.63,I
2016/8/5 20:50:37,316.13,I
2016/8/5 20:50:38,316.31,I
2016/8/5 20:50:39,316.38,I
2016/8/5 20:50:40,321.63,I
2016/8/5 20:50:41,332.44,I
2016/8/5 20:50:42,347.88,I
2016/8/5 20:50:43,10.25,I
2016/8/5 20:50:44,29.19,I
2016/8/5 20:50:45,42.75,I
2016/8/5 20:50:46,60.75,I
2016/8/5 20:50:47,79.25,I
2016/8/5 20:50:48,103.25,I
2016/8/5 20:50:49,127.81,I
2016/8/5 20:50:50,139.31,I
2016/8/5 20:50:51,139.25,I
2016/8/5 20:50:52,142.25,I
2016/8/5 20:50:53,143.19,I
2016/8/5 20:50:54,143.13,I
2016/8/5 20:50:55,142.06,I
2016/8/5 20:50:56,141.88,I
2016/8/5 20:50:57,139.56,I
2016/8/5 20:50:58,139.38,I
2016/8/5 20:50:59,138.38,I
2016/8/5 20:51:00,139.31,I
2016/8/5 20:51:01,138.44,I
2016/8/5 20:51:02,140.81,I
2016/8/5 20:51:03,142.5,I
2016/8/5 20:51:04,138.5,I
2016/8/5 20:51:05,141.25,I
2016/8/5 20:51:06,142.75,I
2016/8/5 20:51:07,141.25,I
2016/8/5 20:51:08,140.25,I
2016/8/5 20:51:10,138.19,I
2016/8/5 20:51:11,139.44,I
2016/8/5 20:51:12,139.44,I
2016/8/5 20:51:13,139.06,I
2016/8/5 20:51:14,140.0,I
2016/8/5 20:51:15,140.06,I
2016/8/5 20:51:16,140.06,I
2016/8/5 20:51:17,140.06,I
2016/8/5 20:51:18,140.06,I
2016/8/5 20:51:19,140.06,I
2016/8/5 20:51:20,140.06,I
2016/8/5 20:51:21,140.06,I
2016/8/5 20:51:22,140.06,I
2016/8/5 20:51:23,140.06,I
2016/8/5 20:51:24,140.06,I
2016/8/5 20:51:25,140.06,I
2016/8/5 20:51:26,140.06,I
2016/8/5 20:51:27,140.06,I
2016/8/5 20:51:28,140.06,I
2016/8/5 20:51:29,140.06,I
2016/8/5 20:51:30,140.06,I
2016/8/5 20:51:31,139.81,I
2016/8/5 20:51:32,138.63,I
2016/8/5 20:51:33,136.13,I
2016/8/5 20:51:34,132.81,I
2016/8/5 20:51:35,131.13,I
2016/8/5 20:51:36,134.56,I
2016/8/5 20:51:37,135.5,I
2016/8/5 20:51:38,136.69,I
2016/8/5 20:51:39,140.75,I
2016/8/5 20:51:40,136.94,I
2016/8/5 20:51:41,139.06,I
2016/8/5 20:51:42,141.69,I
2016/8/5 20:51:43,135.81,I
2016/8/5 20:51:44,137.63,I
2016/8/5 20:51:45,139.0,I
2016/8/5 20:51:46,140.63,I
2016/8/5 20:51:47,141.31,I
2016/8/5 20:51:48,140.25,I
2016/8/5 20:51:49,144.63,I
2016/8/5 20:51:50,145.19,I
2016/8/5 20:51:51,145.19,I
2016/8/5 20:51:52,145.19,I
2016/8/5 20:51:53,145.44,I
2016/8/5 20:51:54,145.44,I
2016/8/5 20:51:55,146.69,I
2016/8/5 20:51:56,141.13,I
2016/8/5 20:51:57,146.56,I
2016/8/5 20:51:58,144.69,I
2016/8/5 20:51:59,141.31,I
2016/8/5 20:52:00,142.19,I
2016/8/5 20:52:01,146.63,I
2016/8/5 20:52:02,143.5,I
2016/8/5 20:52:03,145.0,I
2016/8/5 20:52:04,142.13,I
2016/8/5 20:52:05,137.88,I
2016/8/5 20:52:06,137.69,I
2016/8/5 20:52:08,140.88,I
2016/8/5 20:52:09,143.31,I
2016/8/5 20:52:10,142.0,I
2016/8/5 20:52:11,143.13,I
2016/8/5 20:52:12,140.75,I
2016/8/5 20:52:13,142.13,I
2016/8/5 20:52:14,139.75,I
2016/8/5 20:52:15,137.0,I
2016/8/5 20:52:16,140.31,I
2016/8/5 20:52:17,134.63,I
2016/8/5 20:52:18,134.5,I
2016/8/5 20:52:19,138.56,I
2016/8/5 20:52:20,142.38,I
2016/8/5 20:52:21,141.31,I
2016/8/5 20:52:22,140.63,I
2016/8/5 20:52:23,136.5,I
2016/8/5 20:52:24,134.88,I
2016/8/5 20:52:25,133.88,I
2016/8/5 20:52:26,136.13,J
2016/8/5 20:52:27,132.56,J
2016/8/5 20:52:28,127.56,J
2016/8/5 20:52:29,114.94,J
2016/8/5 20:52:30,102.94,J
2016/8/5 20:52:31,89.87,J
2016/8/5 20:52:32,75.12,J
2016/8/5 20:52:33,69.06,J
2016/8/5 20:52:34,58.13,J
2016/8/5 20:52:35,60.0,J
2016/8/5 20:52:36,64.0,J
2016/8/5 20:52:37,63.88,J
2016/8/5 20:52:38,68.19,J
2016/8/5 20:52:39,65.5,J
2016/8/5 20:52:40,66.25,J
2016/8/5 20:52:41,66.75,J
2016/8/5 20:52:42,68.94,J
2016/8/5 20:52:43,69.75,J
2016/8/5 20:52:44,72.37,J
2016/8/5 20:52:45,73.69,J
2016/8/5 20:52:46,73.75,J
2016/8/5 20:52:47,74.81,J
2016/8/5 20:52:48,73.56,J
2016/8/5 20:52:49,70.94,J
2016/8/5 20:52:50,74.69,J
2016/8/5 20:52:51,75.25,J
2016/8/5 20:52:52,77.44,J
2016/8/5 20:52:53,77.75,J
2016/8/5 20:52:54,79.0,J
2016/8/5 20:52:55,80.87,J
2016/8/5 20:52:56,79.81,J
2016/8/5 20:52:57,78.69,J
2016/8/5 20:52:58,79.44,J
2016/8/5 20:52:59,79.94,J
2016/8/5 20:53:00,77.12,J
2016/8/5 20:53:01,72.19,J
2016/8/5 20:53:02,70.69,J
2016/8/5 20:53:03,70.69,J
2016/8/5 20:53:04,69.94,J
2016/8/5 20:53:05,72.19,J
2016/8/5 20:53:06,73.87,J
2016/8/5 20:53:08,75.25,J
2016/8/5 20:53:09,75.62,J
2016/8/5 20:53:10,76.94,J
2016/8/5 20:53:11,76.94,J
2016/8/5 20:53:12,77.81,J
2016/8/5 20:53:13,78.06,J
2016/8/5 20:53:14,79.75,J
2016/8/5 20:53:15,81.75,J
2016/8/5 20:53:16,81.69,J
2016/8/5 20:53:17,81.0,J
2016/8/5 20:53:18,81.06,K
2016/8/5 20:53:19,81.44,K
2016/8/5 20:53:20,84.75,K
2016/8/5 20:53:21,98.25,K
2016/8/5 20:53:22,111.0,K
2016/8/5 20:53:23,117.12,K
2016/8/5 20:53:24,120.06,K
2016/8/5 20:53:25,123.94,K
2016/8/5 20:53:26,126.87,K
2016/8/5 20:53:27,131.38,K
2016/8/5 20:53:28,135.31,K
2016/8/5 20:53:29,138.38,K
2016/8/5 20:53:30,140.13,K
2016/8/5 20:53:31,146.25,K
2016/8/5 20:53:32,154.25,K
2016/8/5 20:53:33,161.56,K
2016/8/5 20:53:34,169.63,K
2016/8/5 20:53:35,181.38,K
2016/8/5 20:53:36,192.88,K
2016/8/5 20:53:37,200.06,K
2016/8/5 20:53:38,211.5,K
2016/8/5 20:53:39,215.88,K
2016/8/5 20:53:40,234.44,K
2016/8/5 20:53:41,245.06,K
2016/8/5 20:53:42,254.38,K
2016/8/5 20:53:43,263.19,K
2016/8/5 20:53:44,274.44,K
2016/8/5 20:53:45,287.38,K
2016/8/5 20:53:46,301.19,K
2016/8/5 20:53:47,319.06,K
2016/8/5 20:53:48,333.13,K
2016/8/5 20:53:49,349.88,K
2016/8/5 20:53:50,9.69,K
2016/8/5 20:53:51,28.75,K
2016/8/5 20:53:52,43.75,K
2016/8/5 20:53:53,56.81,K
2016/8/5 20:53:54,58.94,K
2016/8/5 20:53:55,58.75,L
2016/8/5 20:53:56,58.75,L
