0.00, 40.00, 113.85
0.00, 40.20, 113.85
0.00, 40.40, 113.85
0.00, 40.60, 113.90
0.00, 40.80, 113.90
0.00, 41.00, 113.90
0.00, 41.20, 113.90
0.00, 41.40, 113.90
0.00, 41.60, 91.36
0.00, 41.80, 91.36
0.00, 42.00, 91.59
0.00, 42.20, 91.59
0.00, 42.40, 91.59
0.00, 42.60, 91.59
0.00, 42.80, 91.59
0.00, 43.00, 91.59
0.00, 43.20, 91.65
0.00, 43.40, 91.65
0.00, 43.60, 91.65
0.00, 43.80, 91.65
0.00, 44.00, 91.65
0.00, 44.20, 91.65
0.00, 44.40, 91.65
0.00, 44.60, 91.65
0.00, 44.80, 91.65
0.00, 45.00, 91.65
0.00, 45.20, 91.65
0.00, 45.40, 87.11
0.00, 45.60, 87.11
0.00, 45.80, 87.16
0.00, 46.00, 87.16
0.00, 46.20, 87.16
0.00, 46.40, 87.16
0.00, 46.60, 87.16
0.00, 46.80, 87.16
0.00, 47.00, 87.16
0.00, 47.20, 87.14
0.00, 47.40, 87.14
0.00, 47.60, 87.14
0.00, 47.80, 85.50
0.00, 48.00, 85.48
0.00, 48.20, 85.48
0.00, 48.40, 85.48
0.00, 48.60, 85.48
0.00, 48.80, 85.48
0.00, 49.00, 85.48
0.00, 49.20, 85.48
0.00, 49.40, 85.48
0.00, 49.60, 85.48
0.00, 49.80, 85.48
0.00, 50.00, 85.48
0.00, 50.20, 85.38
0.00, 50.40, 85.38
0.00, 50.60, 85.38
0.00, 50.80, 85.38
0.00, 51.00, 85.38
0.00, 51.20, 85.38
0.00, 51.40, 85.38
0.00, 51.60, 85.38
0.00, 51.80, 85.38
0.00, 52.00, 85.38
0.00, 52.20, 85.38
0.00, 52.40, 94.24
0.00, 52.60, 94.24
0.00, 52.80, 94.24
0.00, 53.00, 94.23
0.00, 53.20, 94.23
0.00, 53.40, 94.23
0.00, 53.60, 94.23
0.00, 53.80, 94.23
0.00, 54.00, 94.23
0.00, 54.20, 94.23
0.00, 54.40, 94.23
0.00, 54.60, 94.23
0.00, 54.80, 94.23
0.00, 55.00, 94.23
0.00, 55.20, 94.23
0.00, 55.40, 94.23
0.00, 55.60, 94.17
0.00, 55.80, 94.17
0.00, 56.00, 94.06
0.00, 56.20, 94.06
0.00, 56.40, 94.06
0.00, 56.60, 94.06
0.00, 56.80, 94.06
0.00, 57.00, 94.06
0.00, 57.20, 94.06
0.00, 57.40, 94.06
0.00, 57.60, 94.06
0.00, 57.80, 94.06
0.00, 58.00, 94.06
0.00, 58.20, 94.06
0.00, 58.40, 94.06
0.00, 58.60, 94.06
0.00, 58.80, 94.06
0.00, 59.00, 94.06
0.00, 59.20, 93.96
0.00, 59.40, 93.96
0.00, 59.60, 93.96
0.00, 59.80, 93.96
0.00, 60.00, 93.96
0.00, 60.20, 93.96
0.00, 60.40, 93.96
0.00, 60.60, 93.96
0.00, 60.80, 93.95
0.00, 61.00, 93.95
0.00, 61.20, 93.95
0.00, 61.40, 93.95
0.00, 61.60, 93.95
0.00, 61.80, 93.95
0.00, 62.00, 93.95
0.00, 62.20, 93.74
0.00, 62.40, 93.74
0.00, 62.60, 93.74
0.00, 62.80, 93.74
0.00, 63.00, 93.74
0.00, 63.20, 93.74
0.00, 63.40, 93.74
0.00, 63.60, 93.74
0.00, 63.80, 93.74
0.00, 64.00, 93.74
0.00, 64.20, 93.74
0.00, 64.40, 93.68
0.00, 64.60, 93.68
0.00, 64.80, 93.68
0.00, 65.00, 93.68
0.00, 65.20, 93.68
0.00, 65.40, 93.68
0.00, 65.60, 94.27
0.00, 65.80, 94.27
0.00, 66.00, 94.27
0.00, 66.20, 94.27
0.00, 66.40, 93.11
0.00, 66.60, 93.11
0.00, 66.80, 93.11
0.00, 67.00, 93.11
0.00, 67.20, 93.11
0.00, 67.40, 93.11
0.00, 67.60, 92.90
0.00, 67.80, 92.90
0.00, 68.00, 92.90
0.00, 68.20, 92.90
0.00, 68.40, 92.90
0.00, 68.60, 92.90
0.00, 68.80, 92.90
0.00, 69.00, 92.90
0.00, 69.20, 92.90
0.00, 69.40, 92.90
0.00, 69.60, 92.90
0.00, 69.80, 92.90
0.00, 70.00, 92.90
0.00, 70.20, 92.90
0.00, 70.40, 92.90
0.00, 70.60, 92.90
0.00, 70.80, 92.90
0.00, 71.00, 92.90
0.00, 71.20, 92.90
0.00, 71.40, 92.90
0.00, 71.60, 92.90
0.00, 71.80, 92.48
0.00, 72.00, 92.48
0.00, 72.20, 92.48
0.00, 72.40, 91.83
0.00, 72.60, 91.83
0.00, 72.80, 91.83
0.00, 73.00, 91.51
0.00, 73.20, 96.49
0.00, 73.40, 96.49
0.00, 73.60, 96.49
0.00, 73.80, 96.49
0.00, 74.00, 88.49
0.00, 74.20, 88.49
0.00, 74.40, 88.49
0.00, 74.60, 88.49
0.00, 74.80, 88.49
0.00, 75.00, 88.49
0.00, 75.20, 88.49
0.00, 75.40, 88.49
0.00, 75.60, 88.49
