Time,Lat,Lon,Heading2016/7/27 15:01:50
2016/7/27 15:01:52
2016/7/27 15:01:54
2016/7/27 15:01:56
2016/7/27 15:01:58
2016/7/27 15:02:00
2016/7/27 15:02:02
2016/7/27 15:02:05
2016/7/27 15:02:07
2016/7/27 15:02:09
2016/7/27 15:02:11
2016/7/27 15:02:13
2016/7/27 15:02:15
2016/7/27 15:02:17
2016/7/27 15:02:19
2016/7/27 15:02:21
2016/7/27 15:02:23
