18:11:43.000,    41.78771666666667,           -88.356005,               358.75,   182.67810161479593, S
18:11:44.000,    41.78771666666667,           -88.356005,               354.63,   182.67810161479593, S
18:11:45.000,    41.78771666666667,           -88.356005,               356.94,   182.67810161479593, S
18:11:46.000,    41.78771666666667,           -88.356005,                356.0,   182.67810161479593, S
18:11:47.000,    41.78766666666667,           -88.356005,               356.94,   182.67810161479593, D
18:11:48.000,    41.78766666666667,           -88.356005,               358.31,   182.67810161479593, S
18:11:49.000,    41.78766666666667,           -88.356005,               356.25,   182.67810161479593, S
18:11:50.000,    41.78766666666667,           -88.356005,               354.44,   182.67810161479593, S
18:11:51.000,    41.78766666666667,           -88.356005,               353.13,   182.67810161479593, S
18:11:52.000,   41.787618333333334,   -88.35600166666667,               356.06,   182.67810161479593, D
18:11:53.000,   41.787618333333334,   -88.35600166666667,               351.75,   182.67810161479593, S
18:11:54.000,   41.787618333333334,   -88.35600166666667,                356.0,   186.92810161479593, R
18:11:55.000,   41.787618333333334,   -88.35600166666667,               356.75,   186.92810161479593, S
18:11:56.000,   41.787618333333334,   -88.35600166666667,               356.94,   186.92810161479593, S
18:11:57.000,    41.78756666666666,           -88.356005,                 0.37,   186.92810161479593, D
18:11:58.000,    41.78756666666666,           -88.356005,               357.19,   183.74810161479593, R
18:11:59.000,    41.78756666666666,           -88.356005,               353.38,   183.74810161479593, S
18:12:00.000,    41.78756666666666,           -88.356005,               354.38,   183.74810161479593, S
18:12:01.000,    41.78751666666667,   -88.35600666666667,                354.0,   183.74810161479593, D
18:12:02.000,    41.78751666666667,   -88.35600666666667,                354.0,   183.74810161479593, S
18:12:03.000,    41.78751666666667,   -88.35600666666667,               355.88,   183.74810161479593, S
18:12:04.000,    41.78751666666667,   -88.35600666666667,                355.5,   183.74810161479593, S
18:12:05.000,    41.78746833333334,   -88.35601166666666,               352.88,   183.74810161479593, D
18:12:06.000,    41.78746833333334,   -88.35601166666666,               350.94,   183.74810161479593, S
18:12:07.000,    41.78746833333334,   -88.35601166666666,                349.0,   183.74810161479593, S
18:12:08.000,    41.78746833333334,   -88.35601166666666,               352.56,   183.74810161479593, S
18:12:09.000,    41.78746833333334,   -88.35601166666666,               348.69,   183.74810161479593, S
18:12:10.000,    41.78742166666667,   -88.35600833333334,                349.5,   183.74810161479593, D
18:12:11.000,    41.78742166666667,   -88.35600833333334,               353.13,   183.74810161479593, S
18:12:12.000,    41.78742166666667,   -88.35600833333334,               351.75,   183.74810161479593, S
18:12:13.000,    41.78742166666667,   -88.35600833333334,               351.94,   183.74810161479593, S
18:12:14.000,    41.78742166666667,   -88.35600833333334,               352.75,   183.74810161479593, S
18:12:15.000,   41.787373333333335,   -88.35600666666667,               354.31,   183.74810161479593, D
18:12:16.000,   41.787373333333335,   -88.35600666666667,               350.56,   183.74810161479593, S
18:12:17.000,   41.787373333333335,   -88.35600666666667,               354.94,   188.12810161479592, R
18:12:18.000,   41.787373333333335,   -88.35600666666667,               350.88,   188.12810161479592, S
18:12:19.000,   41.787373333333335,   -88.35600666666667,               358.25,   195.49810161479593, R
18:12:20.000,   41.787373333333335,   -88.35600666666667,               351.56,   195.49810161479593, S
18:12:21.000,            41.787325,   -88.35600666666667,               352.06,   195.49810161479593, D
18:12:22.000,            41.787325,   -88.35600666666667,                353.5,   195.49810161479593, S
18:12:23.000,            41.787325,   -88.35600666666667,               353.75,   195.49810161479593, S
18:12:24.000,            41.787325,   -88.35600666666667,               351.19,   195.49810161479593, S
18:12:25.000,            41.787325,   -88.35600666666667,               350.38,   195.49810161479593, S
18:12:26.000,    41.78727333333333,           -88.356015,               352.38,   195.49810161479593, D
18:12:27.000,    41.78727333333333,           -88.356015,               352.25,   195.49810161479593, S
18:12:28.000,    41.78727333333333,           -88.356015,               350.44,   195.49810161479593, S
18:12:29.000,    41.78727333333333,           -88.356015,               348.63,   195.49810161479593, S
18:12:30.000,    41.78727333333333,           -88.356015,               348.81,   195.49810161479593, S
18:12:31.000,    41.78722333333333,   -88.35601333333334,               349.94,   195.49810161479593, D
18:12:32.000,    41.78722333333333,   -88.35601333333334,               351.56,   195.49810161479593, S
18:12:33.000,    41.78722333333333,   -88.35601333333334,               354.06,   195.49810161479593, S
18:12:34.000,    41.78722333333333,   -88.35601333333334,               352.13,   195.49810161479593, S
18:12:35.000,    41.78722333333333,   -88.35601333333334,               352.81,   195.49810161479593, S
18:12:36.000,            41.787175,   -88.35601833333334,               351.38,   195.49810161479593, D
18:12:37.000,            41.787175,   -88.35601833333334,               349.69,   195.49810161479593, S
18:12:38.000,            41.787175,   -88.35601833333334,               350.69,   195.49810161479593, S
18:12:39.000,            41.787175,   -88.35601833333334,                348.0,   195.49810161479593, S
18:12:40.000,             41.78713,   -88.35602166666666,               346.94,   195.49810161479593, D
18:12:41.000,             41.78713,   -88.35602166666666,               346.25,   195.49810161479593, S
18:12:42.000,             41.78713,   -88.35602166666666,               345.38,   195.49810161479593, S
18:12:43.000,             41.78713,   -88.35602166666666,               349.44,   199.55810161479593, R
18:12:44.000,   41.787083333333335,   -88.35602166666666,               344.88,   199.55810161479593, D
18:12:45.000,   41.787083333333335,   -88.35602166666666,               327.31,   199.55810161479593, S
18:12:46.000,   41.787083333333335,   -88.35602166666666,               305.25,   199.55810161479593, S
18:12:47.000,   41.787083333333335,   -88.35602166666666,               280.69,   199.55810161479593, S
18:12:48.000,   41.787083333333335,   -88.35602166666666,               267.44,   199.55810161479593, S
18:12:49.000,   41.787083333333335,   -88.35602166666666,               261.63,   199.55810161479593, S
